Local time,Ask,Bid,AskVolume,BidVolume
13.12.2017 07:05:00.163 GMT-0000,2662.931,2662.2000000000003,0.0021,0.0019
13.12.2017 07:05:01.098 GMT-0000,2662.931,2662.0690000000004,0.0026,0.0019
13.12.2017 07:05:01.148 GMT-0000,2662.931,2662.199,0.0021,0.0019
13.12.2017 07:05:01.199 GMT-0000,2662.931,2662.2690000000002,0.0021,0.0019
13.12.2017 07:05:05.533 GMT-0000,2662.931,2662.07,0.0026,0.0019
13.12.2017 07:05:05.682 GMT-0000,2662.931,2662.12,0.0021,0.0019
13.12.2017 07:05:05.733 GMT-0000,2662.73,2662.07,0.0021,0.0019
13.12.2017 07:05:08.409 GMT-0000,2662.73,2662.0190000000002,0.0016,0.0019
13.12.2017 07:05:08.459 GMT-0000,2662.73,2662.07,0.0021,0.0019
13.12.2017 07:05:29.746 GMT-0000,2662.73,2661.9500000000003,0.0021,0.0019
13.12.2017 07:05:40.195 GMT-0000,2662.73,2662.0690000000004,0.0021,0.0019
13.12.2017 07:05:40.483 GMT-0000,2662.73,2661.949,0.0021,0.0019
13.12.2017 07:06:06.692 GMT-0000,2662.73,2662.27,0.0016,0.0005
13.12.2017 07:06:06.743 GMT-0000,2662.73,2662.07,0.0021,0.0019
13.12.2017 07:06:09.006 GMT-0000,2662.73,2662.0190000000002,0.0016,0.0019
13.12.2017 07:06:09.056 GMT-0000,2662.73,2662.0690000000004,0.0021,0.0019
13.12.2017 07:06:42.236 GMT-0000,2662.73,2662.12,0.0016,0.0005
13.12.2017 07:06:42.286 GMT-0000,2662.73,2662.07,0.0021,0.0019
13.12.2017 07:06:48.667 GMT-0000,2662.73,2662.02,0.0016,0.0019
13.12.2017 07:06:48.718 GMT-0000,2662.73,2662.0190000000002,0.0021,0.0019
13.12.2017 07:06:49.120 GMT-0000,2662.73,2661.9500000000003,0.0021,0.0019
13.12.2017 07:06:50.494 GMT-0000,2662.73,2662.119,0.0016,0.0005
13.12.2017 07:06:50.544 GMT-0000,2662.73,2662.27,0.0016,0.0005
13.12.2017 07:06:50.595 GMT-0000,2662.73,2662.07,0.0021,0.0019
13.12.2017 07:07:14.138 GMT-0000,2662.73,2661.949,0.0021,0.0019
13.12.2017 07:08:18.836 GMT-0000,2662.73,2662.0690000000004,0.0021,0.0019
13.12.2017 07:08:57.860 GMT-0000,2662.73,2662.2000000000003,0.0016,0.0005
13.12.2017 07:10:05.871 GMT-0000,2662.76,2662.2000000000003,0.0005,0.0005
13.12.2017 07:12:30.414 GMT-0000,2662.931,2662.0190000000002,0.0005,0.0005
13.12.2017 07:13:05.370 GMT-0000,2662.761,2662.199,0.0005,0.0005
13.12.2017 07:15:02.584 GMT-0000,2662.631,2662.0690000000004,0.0005,0.0005
13.12.2017 07:15:26.296 GMT-0000,2662.76,2662.2000000000003,0.0005,0.0005
13.12.2017 07:15:35.398 GMT-0000,2662.631,2662.0690000000004,0.0005,0.0005
13.12.2017 07:15:37.200 GMT-0000,2662.761,2662.199,0.0005,0.0005
13.12.2017 07:15:43.974 GMT-0000,2662.631,2662.0690000000004,0.0005,0.0005
13.12.2017 07:16:05.645 GMT-0000,2662.76,2662.2000000000003,0.0005,0.0005
13.12.2017 07:16:07.025 GMT-0000,2662.88,2662.32,0.0005,0.0005
13.12.2017 07:16:07.544 GMT-0000,2662.931,2662.3190000000004,0.0021,0.0005
13.12.2017 07:16:35.158 GMT-0000,2662.931,2662.4500000000003,0.0016,0.0005
13.12.2017 07:17:48.615 GMT-0000,2662.931,2662.32,0.0021,0.0005
13.12.2017 07:18:01.078 GMT-0000,2662.931,2662.199,0.0021,0.0019
13.12.2017 07:18:01.129 GMT-0000,2662.931,2662.27,0.0021,0.0005
13.12.2017 07:18:01.179 GMT-0000,2662.931,2662.199,0.0021,0.0019
13.12.2017 07:18:39.901 GMT-0000,2662.931,2662.07,0.0026,0.0019
13.12.2017 07:18:40.068 GMT-0000,2662.7309999999998,2662.07,0.0021,0.0005
13.12.2017 07:18:59.535 GMT-0000,2662.7309999999998,2661.9500000000003,0.0021,0.0019
13.12.2017 07:18:59.586 GMT-0000,2662.7309999999998,2662.0190000000002,0.0021,0.0019
13.12.2017 07:18:59.690 GMT-0000,2662.43,2662.0190000000002,0.0016,0.0005
13.12.2017 07:19:00.315 GMT-0000,2662.631,2662.0190000000002,0.0021,0.0005
13.12.2017 07:19:03.494 GMT-0000,2662.431,2662.0190000000002,0.0016,0.0005
13.12.2017 07:19:05.643 GMT-0000,2662.631,2662.0190000000002,0.0021,0.0005
13.12.2017 07:19:14.472 GMT-0000,2662.43,2662.0190000000002,0.0016,0.0005
13.12.2017 07:19:14.934 GMT-0000,2662.631,2662.0190000000002,0.0021,0.0005
13.12.2017 07:19:19.118 GMT-0000,2662.7309999999998,2662.0190000000002,0.0021,0.0019
13.12.2017 07:19:19.704 GMT-0000,2662.7309999999998,2661.949,0.0021,0.0019
13.12.2017 07:19:53.050 GMT-0000,2662.7309999999998,2662.0690000000004,0.0021,0.0019
13.12.2017 07:19:56.095 GMT-0000,2662.7309999999998,2662.07,0.0021,0.0005
13.12.2017 07:20:00.461 GMT-0000,2662.7309999999998,2662.199,0.0016,0.0005
13.12.2017 07:20:00.981 GMT-0000,2662.7309999999998,2662.07,0.0021,0.0005
13.12.2017 07:20:01.374 GMT-0000,2662.7309999999998,2662.199,0.0016,0.0005
13.12.2017 07:20:03.406 GMT-0000,2662.7309999999998,2662.07,0.0021,0.0005
13.12.2017 07:20:06.715 GMT-0000,2662.7309999999998,2662.199,0.0016,0.0005
13.12.2017 07:20:07.316 GMT-0000,2662.7309999999998,2662.07,0.0021,0.0005
13.12.2017 07:20:13.109 GMT-0000,2662.7309999999998,2662.199,0.0016,0.0005
13.12.2017 07:20:16.172 GMT-0000,2662.7309999999998,2662.0690000000004,0.0021,0.0019
13.12.2017 07:20:30.657 GMT-0000,2662.7309999999998,2662.27,0.0016,0.0005
13.12.2017 07:20:31.143 GMT-0000,2662.8309999999997,2662.27,0.0016,0.0005
13.12.2017 07:20:31.420 GMT-0000,2662.8309999999997,2662.32,0.0016,0.0005
13.12.2017 07:20:31.470 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:20:32.088 GMT-0000,2662.93,2662.449,0.0016,0.0005
13.12.2017 07:20:32.139 GMT-0000,2662.93,2662.37,0.0016,0.0005
13.12.2017 07:20:32.189 GMT-0000,2662.93,2662.5190000000002,0.0016,0.0005
13.12.2017 07:20:32.240 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:20:34.390 GMT-0000,2662.93,2662.2000000000003,0.0021,0.0019
13.12.2017 07:20:34.440 GMT-0000,2662.93,2662.2690000000002,0.0016,0.0019
13.12.2017 07:20:34.491 GMT-0000,2662.93,2662.2000000000003,0.0021,0.0019
13.12.2017 07:20:40.996 GMT-0000,2662.93,2662.3190000000004,0.0021,0.0005
13.12.2017 07:20:46.333 GMT-0000,2662.93,2662.4500000000003,0.0016,0.0005
13.12.2017 07:21:03.018 GMT-0000,2662.93,2662.3190000000004,0.0021,0.0005
13.12.2017 07:21:03.119 GMT-0000,2662.93,2662.2690000000002,0.0016,0.0019
13.12.2017 07:21:03.224 GMT-0000,2662.93,2662.2690000000002,0.0021,0.0019
13.12.2017 07:21:03.812 GMT-0000,2662.93,2662.199,0.0021,0.0019
13.12.2017 07:21:07.437 GMT-0000,2662.93,2662.449,0.0016,0.0005
13.12.2017 07:21:07.487 GMT-0000,2662.93,2662.37,0.0016,0.0005
13.12.2017 07:21:07.538 GMT-0000,2662.93,2662.199,0.0021,0.0019
13.12.2017 07:21:07.612 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:21:07.663 GMT-0000,2662.93,2662.4500000000003,0.0016,0.0005
13.12.2017 07:21:08.102 GMT-0000,2662.93,2662.52,0.0016,0.0005
13.12.2017 07:21:08.180 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:21:08.287 GMT-0000,2662.93,2662.37,0.0016,0.0005
13.12.2017 07:22:06.273 GMT-0000,2662.93,2662.4500000000003,0.0016,0.0005
13.12.2017 07:22:08.683 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:22:08.789 GMT-0000,2662.93,2662.369,0.0016,0.0005
13.12.2017 07:22:12.393 GMT-0000,2662.93,2662.3190000000004,0.0021,0.0005
13.12.2017 07:22:21.590 GMT-0000,2662.93,2662.37,0.0016,0.0005
13.12.2017 07:22:22.369 GMT-0000,2662.93,2662.4500000000003,0.0016,0.0005
13.12.2017 07:22:25.880 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:22:27.891 GMT-0000,2662.93,2662.37,0.0016,0.0005
13.12.2017 07:22:31.860 GMT-0000,2662.93,2662.2000000000003,0.0021,0.0019
13.12.2017 07:22:35.076 GMT-0000,2662.93,2662.449,0.0016,0.0005
13.12.2017 07:22:35.249 GMT-0000,2663.23,2662.5190000000002,0.0021,0.0019
13.12.2017 07:22:42.226 GMT-0000,2663.23,2662.32,0.0026,0.0019
13.12.2017 07:22:42.327 GMT-0000,2662.93,2662.32,0.0021,0.0005
13.12.2017 07:22:43.868 GMT-0000,2663.13,2662.32,0.0026,0.0019
