Local time,Ask,Bid,AskVolume,BidVolume
19.03.2014 00:00:01.063 GMT-0000,1872.104,1871.674,0.0001,0.0001
19.03.2014 00:00:13.282 GMT-0000,1871.9260000000002,1871.474,0,0.0001
19.03.2014 00:00:14.383 GMT-0000,1872.128,1871.661,0.0001,0.0001
19.03.2014 00:00:45.827 GMT-0000,1872.4320000000002,1871.9679999999998,0.0002,0
19.03.2014 00:00:45.927 GMT-0000,1872.334,1871.8829999999998,0.0002,0.0002
19.03.2014 00:00:47.128 GMT-0000,1872.13,1871.663,0,0.0001
19.03.2014 00:00:53.937 GMT-0000,1872.3129999999999,1871.888,0.0002,0.0002
19.03.2014 00:00:55.640 GMT-0000,1872.4170000000001,1871.9660000000001,0.0002,0
19.03.2014 00:00:55.740 GMT-0000,1872.342,1871.8760000000002,0.0002,0.0001
19.03.2014 00:00:56.341 GMT-0000,1872.142,1871.695,0,0.0001
19.03.2014 00:00:58.343 GMT-0000,1872.4270000000001,1871.9820000000002,0.0002,0.0001
19.03.2014 00:01:13.762 GMT-0000,1872.111,1871.6670000000001,0,0.0002
19.03.2014 00:01:59.321 GMT-0000,1872.114,1871.6720000000003,0,0
19.03.2014 00:02:27.556 GMT-0000,1872.1200000000001,1871.6770000000001,0,0.0001
19.03.2014 00:02:35.966 GMT-0000,1872.13,1871.673,0,0
19.03.2014 00:02:37.069 GMT-0000,1872.4089999999999,1871.991,0.0002,0
19.03.2014 00:02:37.769 GMT-0000,1872.324,1871.881,0.0002,0.0001
19.03.2014 00:02:40.573 GMT-0000,1872.115,1871.691,0,0
19.03.2014 00:02:44.281 GMT-0000,1872.44,1871.986,0.0002,0.0001
19.03.2014 00:03:00.507 GMT-0000,1872.118,1871.668,0,0
19.03.2014 00:03:19.832 GMT-0000,1872.4170000000001,1871.96,0.0002,0
19.03.2014 00:03:31.350 GMT-0000,1872.116,1871.67,0,0
19.03.2014 00:03:41.663 GMT-0000,1871.9260000000002,1871.467,0,0.0001
19.03.2014 00:03:50.376 GMT-0000,1871.929,1871.481,0,0.0001
19.03.2014 00:04:30.031 GMT-0000,1871.935,1871.481,0.0002,0
19.03.2014 00:04:47.152 GMT-0000,1871.9189999999999,1871.48,0.0001,0
19.03.2014 00:04:53.861 GMT-0000,1871.9420000000002,1871.4920000000002,0.0001,0
19.03.2014 00:05:00.870 GMT-0000,1871.606,1871.165,0,0.0002
19.03.2014 00:05:01.472 GMT-0000,1871.939,1871.479,0.0002,0
19.03.2014 00:05:04.278 GMT-0000,1871.815,1871.393,0.0001,0.0002
19.03.2014 00:05:09.785 GMT-0000,1871.608,1871.165,0,0.0002
19.03.2014 00:05:22.502 GMT-0000,1871.639,1871.1770000000001,0,0.0002
19.03.2014 00:06:00.356 GMT-0000,1871.6360000000002,1871.17,0,0.0002
19.03.2014 00:06:24.884 GMT-0000,1871.609,1871.168,0,0.0002
19.03.2014 00:06:29.289 GMT-0000,1871.602,1871.1670000000001,0,0.0002
19.03.2014 00:06:41.904 GMT-0000,1871.618,1871.194,0.0001,0.0002
19.03.2014 00:06:49.112 GMT-0000,1871.614,1871.16,0.0002,0.0002
19.03.2014 00:06:53.417 GMT-0000,1871.639,1871.164,0.0002,0.0002
19.03.2014 00:07:06.232 GMT-0000,1871.63,1871.165,0.0002,0.0002
19.03.2014 00:07:32.762 GMT-0000,1871.632,1871.17,0.0002,0.0002
19.03.2014 00:07:39.870 GMT-0000,1871.628,1871.1760000000002,0.0001,0.0002
