Local time,Ask,Bid,AskVolume,BidVolume
27.01.2021 00:00:00.103 GMT+0100,170.04,169.989,0.0172,0.0228
27.01.2021 00:00:21.373 GMT+0100,170.006,169.963,0.0171,0.0229
27.01.2021 00:00:24.130 GMT+0100,169.978,169.93400000000003,0.0171,0.0229
27.01.2021 00:01:13.936 GMT+0100,170.00900000000001,169.96200000000002,0.0171,0.0229
27.01.2021 00:02:30.080 GMT+0100,169.97400000000002,169.93400000000003,0.0171,0.0229
27.01.2021 00:03:12.825 GMT+0100,170.006,169.958,0.0171,0.0229
27.01.2021 00:03:21.969 GMT+0100,169.977,169.93200000000002,0.0171,0.0229
27.01.2021 00:03:58.416 GMT+0100,170.007,169.96200000000002,0.0171,0.0229
27.01.2021 00:04:15.593 GMT+0100,169.975,169.93400000000003,0.0171,0.0229
27.01.2021 00:04:34.848 GMT+0100,169.99099999999999,169.942,0.0171,0.0229
27.01.2021 00:04:36.901 GMT+0100,169.976,169.93400000000003,0.0171,0.0229
27.01.2021 00:04:58.327 GMT+0100,170.01,169.96200000000002,0.0171,0.0229
27.01.2021 00:06:20.533 GMT+0100,170.04,169.99400000000003,0.0171,0.0229
27.01.2021 00:06:20.692 GMT+0100,170.019,169.979,0.0171,0.0229
27.01.2021 00:06:36.274 GMT+0100,170.01,169.96,0.0171,0.0229
27.01.2021 00:06:37.078 GMT+0100,170.023,169.978,0.0171,0.0229
27.01.2021 00:06:38.826 GMT+0100,170.03400000000002,169.99200000000002,0.0171,0.0229
27.01.2021 00:08:25.297 GMT+0100,170.037,169.989,0.0171,0.0229
27.01.2021 00:09:49.248 GMT+0100,170.007,169.963,0.0171,0.0229
27.01.2021 00:09:49.512 GMT+0100,170.02400000000003,169.977,0.0171,0.0229
27.01.2021 00:09:54.616 GMT+0100,170.008,169.96200000000002,0.0171,0.0229
27.01.2021 00:10:00.074 GMT+0100,170.037,169.99,0.0171,0.0229
27.01.2021 00:10:36.072 GMT+0100,170.00900000000001,169.95900000000003,0.0171,0.0229
27.01.2021 00:15:59.012 GMT+0100,169.978,169.93200000000002,0.0171,0.0229
27.01.2021 00:17:47.763 GMT+0100,170.00900000000001,169.965,0.0171,0.0229
27.01.2021 00:19:47.844 GMT+0100,169.97400000000002,169.93,0.0171,0.0229
27.01.2021 00:20:40.371 GMT+0100,170.00900000000001,169.95900000000003,0.0171,0.0229
27.01.2021 00:20:41.674 GMT+0100,169.98700000000002,169.94400000000002,0.0171,0.0229
27.01.2021 00:20:52.482 GMT+0100,169.977,169.928,0.0171,0.0229
27.01.2021 00:22:22.441 GMT+0100,170.007,169.95900000000003,0.0171,0.0229
27.01.2021 00:22:59.997 GMT+0100,169.97400000000002,169.93400000000003,0.0171,0.0229
27.01.2021 00:23:06.472 GMT+0100,170.007,169.958,0.0171,0.0229
27.01.2021 00:23:08.754 GMT+0100,169.972,169.93,0.0171,0.0229
27.01.2021 00:25:34.234 GMT+0100,169.975,169.93400000000003,0.0171,0.0229
27.01.2021 00:25:47.265 GMT+0100,170.006,169.96,0.0171,0.0229
27.01.2021 00:28:48.676 GMT+0100,169.97400000000002,169.93200000000002,0.0171,0.0229
27.01.2021 00:31:42.496 GMT+0100,170.003,169.958,0.0171,0.0229
27.01.2021 00:35:50.842 GMT+0100,169.977,169.92700000000002,0.0171,0.0229
27.01.2021 00:37:34.212 GMT+0100,169.96200000000002,169.91400000000002,0.0171,0.0229
27.01.2021 00:37:40.667 GMT+0100,169.945,169.895,0.0171,0.0229
27.01.2021 00:38:08.909 GMT+0100,169.91299999999998,169.87099999999998,0.0171,0.0229
27.01.2021 00:38:22.855 GMT+0100,169.93200000000002,169.88,0.0171,0.0229
27.01.2021 00:38:23.370 GMT+0100,169.94400000000002,169.896,0.0171,0.0229
27.01.2021 00:38:46.058 GMT+0100,169.90900000000002,169.86900000000003,0.0171,0.0229
27.01.2021 00:42:20.794 GMT+0100,169.947,169.90200000000002,0.0171,0.0229
27.01.2021 00:47:43.644 GMT+0100,169.91299999999998,169.864,0.0171,0.0229
27.01.2021 00:48:17.027 GMT+0100,169.945,169.9,0.0171,0.0229
27.01.2021 00:48:22.770 GMT+0100,169.911,169.86599999999999,0.0171,0.0229
27.01.2021 00:48:43.093 GMT+0100,169.942,169.90200000000002,0.0171,0.0229
27.01.2021 00:52:38.683 GMT+0100,169.90900000000002,169.86599999999999,0.0171,0.0229
27.01.2021 00:52:41.625 GMT+0100,169.942,169.89900000000003,0.0171,0.0229
27.01.2021 00:52:41.927 GMT+0100,169.915,169.864,0.0171,0.0229
27.01.2021 00:53:19.396 GMT+0100,169.94,169.896,0.0171,0.0229
27.01.2021 00:55:43.820 GMT+0100,169.915,169.864,0.0171,0.0229
27.01.2021 00:57:32.415 GMT+0100,169.90900000000002,169.86599999999999,0.0171,0.0229
27.01.2021 00:57:40.693 GMT+0100,169.94299999999998,169.90200000000002,0.0171,0.0229
27.01.2021 00:57:41.348 GMT+0100,169.925,169.887,0.0171,0.0229
27.01.2021 00:57:43.427 GMT+0100,169.947,169.90200000000002,0.0171,0.0229
27.01.2021 00:57:43.611 GMT+0100,169.925,169.88,0.0171,0.0229
27.01.2021 00:57:49.074 GMT+0100,169.947,169.896,0.0171,0.0229
27.01.2021 00:57:50.362 GMT+0100,169.93200000000002,169.883,0.0171,0.0229
