Local time,Ask,Bid,AskVolume,BidVolume
26.09.2018 00:02:28.240 GMT+0100,2917.93,2917.2690000000002,0.0008,0.003
26.09.2018 00:02:34.953 GMT+0100,2917.93,2916.9700000000003,0.0022,0.003
26.09.2018 00:02:35.003 GMT+0100,2917.631,2916.9700000000003,0.0022,0.0015
26.09.2018 00:02:46.601 GMT+0100,2917.631,2917.27,0.0008,0.0015
26.09.2018 00:02:46.651 GMT+0100,2917.93,2917.27,0.0022,0.003
26.09.2018 00:04:48.258 GMT+0100,2917.93,2917.4690000000005,0.0008,0.0015
26.09.2018 00:04:48.308 GMT+0100,2918.13,2917.4690000000005,0.0008,0.003
26.09.2018 00:04:51.293 GMT+0100,2917.93,2917.27,0.0022,0.003
26.09.2018 00:04:55.337 GMT+0100,2917.93,2917.4700000000003,0.0008,0.0015
26.09.2018 00:04:55.387 GMT+0100,2918.13,2917.4700000000003,0.0022,0.003
26.09.2018 00:04:58.986 GMT+0100,2917.93,2917.27,0.0022,0.003
26.09.2018 00:05:08.076 GMT+0100,2917.93,2917.4700000000003,0.0008,0.0015
26.09.2018 00:05:08.127 GMT+0100,2918.131,2917.4700000000003,0.0022,0.0015
26.09.2018 00:05:11.928 GMT+0100,2917.93,2917.2690000000002,0.0008,0.003
26.09.2018 00:06:42.767 GMT+0100,2917.93,2917.4700000000003,0.0008,0.0015
26.09.2018 00:06:42.818 GMT+0100,2918.131,2917.4700000000003,0.0022,0.0015
26.09.2018 00:06:45.910 GMT+0100,2918.131,2917.27,0.0022,0.003
26.09.2018 00:06:45.994 GMT+0100,2917.93,2917.27,0.0022,0.003
26.09.2018 00:06:52.829 GMT+0100,2917.93,2917.4700000000003,0.0008,0.0015
26.09.2018 00:06:52.879 GMT+0100,2918.13,2917.4700000000003,0.0022,0.003
26.09.2018 00:06:56.566 GMT+0100,2918.13,2917.2690000000002,0.0022,0.003
26.09.2018 00:06:56.616 GMT+0100,2917.93,2917.2690000000002,0.0008,0.003
26.09.2018 00:07:21.413 GMT+0100,2918.13,2917.4700000000003,0.0022,0.003
26.09.2018 00:07:25.120 GMT+0100,2918.13,2917.27,0.0022,0.003
26.09.2018 00:07:25.171 GMT+0100,2917.93,2917.27,0.0022,0.003
26.09.2018 00:08:47.163 GMT+0100,2917.93,2917.4690000000005,0.0008,0.0015
26.09.2018 00:08:47.213 GMT+0100,2918.131,2917.4690000000005,0.0022,0.003
26.09.2018 00:09:16.039 GMT+0100,2918.43,2917.77,0.0022,0.003
26.09.2018 00:10:40.185 GMT+0100,2918.43,2917.4690000000005,0.0022,0.003
26.09.2018 00:10:40.236 GMT+0100,2918.13,2917.4690000000005,0.0008,0.003
26.09.2018 00:11:08.959 GMT+0100,2918.13,2917.77,0.0008,0.0015
26.09.2018 00:11:09.009 GMT+0100,2918.43,2917.77,0.0022,0.003
26.09.2018 00:17:37.438 GMT+0100,2918.43,2917.9690000000005,0.0008,0.0015
26.09.2018 00:17:37.489 GMT+0100,2918.63,2917.9690000000005,0.0008,0.003
26.09.2018 00:18:32.931 GMT+0100,2918.63,2918.27,0.0008,0.0015
26.09.2018 00:18:32.981 GMT+0100,2918.931,2918.27,0.0022,0.0015
26.09.2018 00:21:59.349 GMT+0100,2918.931,2917.9700000000003,0.0022,0.003
26.09.2018 00:21:59.400 GMT+0100,2918.63,2917.9700000000003,0,0.0023
26.09.2018 00:22:20.828 GMT+0100,2918.63,2918.2690000000002,0,0.0015
26.09.2018 00:22:20.879 GMT+0100,2918.93,2918.2690000000002,0.0004,0.0037
26.09.2018 00:23:21.153 GMT+0100,2918.931,2918.2690000000002,0.0022,0.003
26.09.2018 00:25:52.517 GMT+0100,2918.63,2917.9700000000003,0.0014,0.0021
26.09.2018 00:26:15.431 GMT+0100,2918.63,2918.2690000000002,0.0015,0.0015
26.09.2018 00:26:15.481 GMT+0100,2918.931,2918.2690000000002,0.003,0.0037
26.09.2018 00:27:46.026 GMT+0100,2918.931,2917.9700000000003,0.0022,0.003
26.09.2018 00:27:46.076 GMT+0100,2918.631,2917.9700000000003,0.003,0.0015
26.09.2018 00:28:32.463 GMT+0100,2918.631,2918.2690000000002,0.0015,0.0015
26.09.2018 00:28:32.514 GMT+0100,2918.93,2918.2690000000002,0,0.0037
26.09.2018 00:30:39.640 GMT+0100,2918.63,2918.2690000000002,0.0008,0.0015
26.09.2018 00:30:39.691 GMT+0100,2918.63,2917.9690000000005,0,0.0037
26.09.2018 00:31:25.163 GMT+0100,2918.63,2917.7690000000002,0,0.0037
26.09.2018 00:31:25.214 GMT+0100,2918.431,2917.7690000000002,0.003,0.0037
26.09.2018 00:31:44.046 GMT+0100,2918.431,2917.9690000000005,0.0015,0.0015
26.09.2018 00:31:44.096 GMT+0100,2918.631,2917.9690000000005,0.003,0.0037
26.09.2018 00:31:44.462 GMT+0100,2918.631,2917.7690000000002,0.003,0.0037
26.09.2018 00:31:44.513 GMT+0100,2918.43,2917.7690000000002,0,0.0037
26.09.2018 00:40:12.015 GMT+0100,2918.43,2917.9700000000003,0.0008,0.0015
26.09.2018 00:40:12.104 GMT+0100,2918.631,2917.9700000000003,0.003,0.0015
26.09.2018 00:43:05.005 GMT+0100,2918.631,2918.2690000000002,0.0008,0.0015
26.09.2018 00:43:05.056 GMT+0100,2918.931,2918.2690000000002,0.003,0.0037
26.09.2018 00:44:05.776 GMT+0100,2918.931,2917.9690000000005,0.0022,0.003
26.09.2018 00:44:05.827 GMT+0100,2918.63,2917.9690000000005,0.0004,0.0037
26.09.2018 00:44:20.927 GMT+0100,2918.63,2917.7690000000002,0.0004,0.0037
26.09.2018 00:44:21.010 GMT+0100,2918.43,2917.7690000000002,0,0.0037
26.09.2018 00:44:24.445 GMT+0100,2918.63,2917.9690000000005,0,0.0037
26.09.2018 00:46:39.063 GMT+0100,2918.63,2918.27,0.0008,0.0015
26.09.2018 00:46:39.114 GMT+0100,2918.931,2918.27,0.003,0.0015
26.09.2018 00:46:40.490 GMT+0100,2918.931,2917.9700000000003,0.003,0.0037
26.09.2018 00:46:40.540 GMT+0100,2918.631,2917.9700000000003,0.003,0.0015
26.09.2018 00:48:59.213 GMT+0100,2918.631,2918.07,0.0008,0.0015
26.09.2018 00:48:59.264 GMT+0100,2918.7309999999998,2918.07,0.003,0.0015
26.09.2018 00:49:03.006 GMT+0100,2918.7309999999998,2918.27,0.0015,0.0015
26.09.2018 00:49:03.121 GMT+0100,2918.931,2918.27,0.003,0.0015
